,listing code,brand,model,reference number,dealer product code,movement,case material,bracelet material,year of production,condition,scope of delivery,gender,location,price,url
15,7ftn08,roger dubuis,much more,m34 57 3 9011,7744,automatic,rose gold,leather,2001,"very good 
                     (worn with little to no signs of wear)",original box; original papers,men's watch/unisex,germany; berlin,21743,https://www.chrono24.com/rogerdubuis/much-more--id12495564.htm
16,bdt2m3,roger dubuis,<blank>,<blank>,10103148,automatic,<blank>,rubber,2019,<blank>,original box; original papers,<blank>,japan; tokyo,21713,https://www.chrono24.com/rogerdubuis/-45-dbex0566---id19119982.htm
17,75bl67,roger dubuis,hommage,ho43-14-5-np1r.7ar,rdu070,automatic,rose gold,leather,2011 (approximation),"very good 
                     (worn with little to no signs of wear)",original box; original papers,men's watch/unisex,united states of america; california; los angeles,21700,https://www.chrono24.com/rogerdubuis/hommage-ho43-14-5-np1r7ar--18k-rose-gold--ltd-28pc--id12005610.htm
18,cmcnv4,roger dubuis,la monégasque,dbmg0004,used4424,automatic,red gold,<blank>,unknown,"fair 
                     (obvious signs of wear or scratches)",original box; original papers,men's watch/unisex,japan; tokyo,21622,https://www.chrono24.com/rogerdubuis/roger-dubuis-dbmg0004---rg--id21198235.htm
19,an6xh5,roger dubuis,easy diver,se4802/9/0k9.53,<blank>,manual winding,steel,rubber,unknown,"unworn 
                     (mint condition; without signs of wear)",original box; no original papers,men's watch/unisex,united states of america; florida; north miami beach,21600,https://www.chrono24.com/rogerdubuis/roger-dubuis-easy-diver-flying-tourbillon-se480290k9-mens-48mm--id17878229.htm
20,by7f83,roger dubuis,velvet,dbve0048,w203997,automatic,white gold,<blank>,unknown,"new 
                     (brand new; without any signs of wear)",original box; original papers,<blank>,japan; fukuoka chuo-ku; fukuoka,21586,https://www.chrono24.com/rogerdubuis/-roger-dubuis----dbve0048------id20071700.htm
21,by7f48,roger dubuis,velvet,dbve0033,w203996,automatic,red gold,<blank>,unknown,"new 
                     (brand new; without any signs of wear)",original box; original papers,<blank>,japan; fukuoka chuo-ku; fukuoka,21586,https://www.chrono24.com/rogerdubuis/-roger-dubuis----dbve0033------id20071696.htm
22,9pey57,roger dubuis,pulsion,rddbpu0004,<blank>,<blank>,titanium,<blank>,unknown,"new 
                     (brand new; without any signs of wear)",original box; original papers,<blank>,latvia; riga,<blank>,<blank>
23,9peh63,roger dubuis,pulsion,dbpu0005,<blank>,automatic,titanium,rubber,unknown,"unworn 
                     (mint condition; without signs of wear)",original box; no original papers,men's watch/unisex,latvia; riga,21585,https://www.chrono24.com/rogerdubuis/roger-dubuis-pulsion-chronograph--id16301706.htm
24,cr4mg0,roger dubuis,la monégasque,rddbmg0004,<blank>,automatic,rose gold,crocodile skin,2012,"good 
                     (light signs of wear or scratches)",original box; original papers,men's watch/unisex,japan; minato-ku,21531,https://www.chrono24.com/rogerdubuis/roger-dubuis-la-monegasque2012roger-dubuis-pg-dbmg0004--id21421096.htm
25,cjv2m6,roger dubuis,easy diver,se46 56 9/0 12.53,<blank>,manual winding,gold/steel,rubber,2004 (approximation),"very good 
                     (worn with little to no signs of wear)",original papers; no original box,men's watch/unisex,switzerland; genève,21217,https://www.chrono24.com/rogerdubuis/easy-diver---rd56---limited-series--090280--id21082126.htm
26,b7s0l6,roger dubuis,la monégasque,rddbmg0005,<blank>,automatic,steel,crocodile skin,2012,"very good 
                     (worn with little to no signs of wear)",original box; original papers,men's watch/unisex,switzerland; crans montana,21105,https://www.chrono24.com/rogerdubuis/roger-dubuis-la-monegasque-chronograph--id18838677.htm
27,by7wl8,roger dubuis,pulsion,rddbpu0004,w148799,automatic,titanium,<blank>,unknown,"unworn 
                     (mint condition; without signs of wear)",original box; no original papers,<blank>,japan; fukuoka chuo-ku; fukuoka,21095,https://www.chrono24.com/rogerdubuis/-roger-dubuis---rddbpu0004------id20072325.htm
28,by3665,roger dubuis,excalibur,rddbex0390,w185127,automatic,red gold,<blank>,unknown,"good 
                     (light signs of wear or scratches)",no original box; no original papers,<blank>,japan; fukuoka chuo-ku; fukuoka,21095,https://www.chrono24.com/rogerdubuis/-roger-dubuis--42---rddbex0390------id20066190.htm
29,9wg576,roger dubuis,<blank>,g34,wrd0060,automatic,rose gold,rose gold,unknown,"very good 
                     (worn with little to no signs of wear)",no original box; no original papers,men's watch/unisex,portugal; lisboa,20964,https://www.chrono24.com/rogerdubuis/roger-dubuis-horloger-genevois--id16630459.htm
30,cv43i8,roger dubuis,la monégasque,rddbmg0005,<blank>,automatic,steel,crocodile skin,2019,"very good 
                     (worn with little to no signs of wear)",original box; original papers,men's watch/unisex,romania; voluntari,20964,https://www.chrono24.com/rogerdubuis/la-monegasque--id21607038.htm
31,cjoga7,roger dubuis,excalibur,dbex0221,10/2021/0890/4,automatic,rose gold,crocodile skin,unknown,"very good 
                     (worn with little to no signs of wear)",original box; original papers,men's watch/unisex,czech republic; praha 1,20964,https://www.chrono24.com/rogerdubuis/roger-dubuis-excalibur--id21073546.htm
32,c0ejh8,roger dubuis,much more,m34 5740 5,48608420,automatic,rose gold,leather,2003,"very good 
                     (worn with little to no signs of wear)",original box; no original papers,men's watch/unisex,austria; wien,20673,https://www.chrono24.com/rogerdubuis/much-more-bi-retrograde-calendar--id20174237.htm
33,cewdx4,roger dubuis,hommage,<blank>,10902622,automatic,<blank>,crocodile skin,2017,"very good 
                     (worn with little to no signs of wear)",original box; original papers,men's watch/unisex,switzerland; nyon (genéve),20435,https://www.chrono24.com/rogerdubuis/hommage-chronograph--id20850549.htm
34,cnmpf5,roger dubuis,easy diver,sed46,334193515644,automatic,rose gold,rubber,unknown,"very good 
                     (worn with little to no signs of wear)",original box; no original papers,<blank>,united states of america; north carolina; winston salem,19999,https://www.chrono24.com/rogerdubuis/easy-diver-rose-gold-se46-rare-x28-heavy-42000-list-discontinued--id21257907.htm
35,63rfo2,roger dubuis,easy diver,sed46-78-c9.n-cpg9.13r,173773228822,automatic,steel,leather,unknown,"unworn 
                     (mint condition; without signs of wear)",original papers; no original box,men's watch/unisex,united states of america; florida; boca raton,19999,https://www.chrono24.com/rogerdubuis/easy-diver-chrono-limited-bpaper-sed46-78-c9n-cpg913r--id10253220.htm
36,asiqj9,roger dubuis,la monégasque,dbmg0000,<blank>,automatic,rose gold,crocodile skin,2018,"very good 
                     (worn with little to no signs of wear)",original box; original papers,men's watch/unisex,switzerland; geneva,19988,https://www.chrono24.com/rogerdubuis/roger-dubuis-la-monegasque-automatic-dbmg0000--id18126811.htm
37,8nnhq8,roger dubuis,excalibur,dbex0349,sr0577,automatic,white gold,crocodile skin,unknown,"new 
                     (brand new; without any signs of wear)",original box; original papers,men's watch/unisex,united states of america; california; newport beach,19975,https://www.chrono24.com/rogerdubuis/excalibur-dbex0349--id14540462.htm
38,8m7le8,roger dubuis,excalibur,rddbex0376,<blank>,automatic,steel,steel,unknown,"new 
                     (brand new; without any signs of wear)",original box; original papers,women's watch,hong kong; hong kong,19846,https://www.chrono24.com/rogerdubuis/excalibur-automatic-36-mm--id14473202.htm
39,av8tk0,roger dubuis,<blank>,t319847,wrd0061,automatic,white gold,crocodile skin,2005 (approximation),"very good 
                     (worn with little to no signs of wear)",original box; original papers,men's watch/unisex,portugal; lisboa,19800,https://www.chrono24.com/rogerdubuis/roger-dubuis-too-much-gmt--id18253928.htm
40,by6138,roger dubuis,excalibur,dbex0463,w201667,automatic,steel,<blank>,unknown,"new 
                     (brand new; without any signs of wear)",original box; original papers,<blank>,japan; fukuoka chuo-ku; fukuoka,19787,https://www.chrono24.com/rogerdubuis/-roger-dubuis--36--dbex0463------id20069895.htm
41,c11us7,roger dubuis,excalibur,dbex0463,w205167,automatic,steel,<blank>,unknown,"new 
                     (brand new; without any signs of wear)",original box; original papers,<blank>,japan; fukuoka chuo-ku; fukuoka,19787,https://www.chrono24.com/rogerdubuis/-roger-dubuis--36--dbex0463------id20204452.htm
42,98y8r9,roger dubuis,<blank>,roger dubuis easy diver sed4614c5n,<blank>,automatic,rose gold,crocodile skin,unknown,"very good 
                     (worn with little to no signs of wear)",original box; original papers,men's watch/unisex,united states of america; california; fresno,19500,https://www.chrono24.com/rogerdubuis/easy-diver-18k--id15534171.htm
43,bgh0i1,roger dubuis,easy diver,sed46 78 c9.n cpg3.13r,<blank>,<blank>,titanium,rubber,unknown,"new 
                     (brand new; without any signs of wear)",original box; no original papers,men's watch/unisex,united states of america; florida; aventura,<blank>,<blank>
44,3592n7,roger dubuis,much more,m32 28 5 56,8124,manual winding,rose gold,crocodile skin,2014,"unworn 
                     (mint condition; without signs of wear)",original box; original papers,men's watch/unisex,united states of america; florida; boca raton,19500,https://www.chrono24.com/rogerdubuis/roger-dubuis-roger-dubuis-much-more-monopusher-chronograph-18k-rose-gold--id5283887.htm
45,9n21j5,roger dubuis,excalibur,rddbex0451,w21010,automatic,steel,steel,unknown,"new 
                     (brand new; without any signs of wear)",original box; original papers,men's watch/unisex,united states of america; california; newport beach,19450,https://www.chrono24.com/rogerdubuis/excalibur-chronograph-rddbex0451--id16192279.htm
46,cs3zw8,roger dubuis,<blank>,sed46-14-51-00/05a10/a,240500327483,automatic,rose gold,crocodile skin,unknown,"good 
                     (light signs of wear or scratches)",original box; no original papers,men's watch/unisex,japan; osaka-shi,19287,https://www.chrono24.com/rogerdubuis/-roger-dubis--sed46-14-51-0005a10a-k18pg--28-----id21466940.htm
47,6gf6e8,roger dubuis,excalibur,rddbex0584,<blank>,automatic,steel,crocodile skin,2018,"new 
                     (brand new; without any signs of wear)",original box; original papers,women's watch,hong kong; hong kong,19217,https://www.chrono24.com/rogerdubuis/excalibur--id10843862.htm
48,cbhlx9,roger dubuis,easy diver,se48 02 9/0 k9.53,<blank>,manual winding,steel,rubber,unknown,"very good 
                     (worn with little to no signs of wear)",no original box; no original papers,men's watch/unisex,germany; frankfurt am main,19217,https://www.chrono24.com/rogerdubuis/roger-dubuis-easy-diver-tourbillon--id20691429.htm
49,ar4ru0,roger dubuis,pulsion,rddbpu0005,tst,<blank>,titanium,<blank>,unknown,"good 
                     (light signs of wear or scratches)",original box; original papers,men's watch/unisex,hong kong; wan chai; hong kong,<blank>,<blank>
50,c9khd1,roger dubuis,excalibur,rddbex0220,4411,automatic,rose gold,crocodile skin,unknown,"very good 
                     (worn with little to no signs of wear)",no original box; no original papers,men's watch/unisex,united states of america; florida; hallandale beach,18999,https://www.chrono24.com/rogerdubuis/excalibur-limited-edition--id20601841.htm
51,1ym3a7,roger dubuis,excalibur,<blank>,<blank>,automatic,rose gold,leather,unknown,"unworn 
                     (mint condition; without signs of wear)",original box; original papers,men's watch/unisex,united states of america; new york; greenvale,18999,https://www.chrono24.com/rogerdubuis/excalibur-42-18k-solid-rose-gold--id3294550.htm
52,by5765,roger dubuis,excalibur,rddbex0448,w143088,automatic,steel,<blank>,unknown,"new 
                     (brand new; without any signs of wear)",original box; original papers,<blank>,japan; fukuoka chuo-ku; fukuoka,18887,https://www.chrono24.com/rogerdubuis/-roger-dubuis--rddbex0448------id20068818.htm
53,cewck4,roger dubuis,hommage,rddbho0569,10018016,<blank>,rose gold,crocodile skin,2018,"very good 
                     (worn with little to no signs of wear)",original box; original papers,men's watch/unisex,switzerland; nyon (genéve),<blank>,<blank>
54,cubte1,roger dubuis,excalibur,rddbex0384,w139289,automatic,steel,<blank>,unknown,"new 
                     (brand new; without any signs of wear)",original box; original papers,<blank>,japan; fukuoka chuo-ku; fukuoka,18708,https://www.chrono24.com/rogerdubuis/-roger-dubuis--42---rddbex0384------id21570386.htm
0,8ghdk6,roger dubuis,excalibur,<blank>,<blank>,manual winding,white gold,leather,unknown,"very good 
                     (worn with little to no signs of wear)",original box; original papers,men's watch/unisex,united states of america; california; beverly hills,18700,https://www.chrono24.com/rogerdubuis/excalibur-ex42--id14205944.htm
1,8ghdk6,roger dubuis,excalibur,<blank>,<blank>,manual winding,white gold,leather,unknown,"very good 
                     (worn with little to no signs of wear)",original box; original papers,men's watch/unisex,united states of america; california; beverly hills,18700,https://www.chrono24.com/rogerdubuis/excalibur-ex42--id14205944.htm
2,anltr9,roger dubuis,excalibur,rddbex0667,<blank>,automatic,rose gold,calf skin,unknown,"new 
                     (brand new; without any signs of wear)",original box; original papers,women's watch,uae; dubai,18700,https://www.chrono24.com/rogerdubuis/roger-dubuis-excalibur--id17897535.htm
3,b5vqc0,roger dubuis,excalibur,dbex0538,<blank>,automatic,rose gold,leather,2017,"very good 
                     (worn with little to no signs of wear)",original box; original papers,men's watch/unisex,austria; baden,18635,https://www.chrono24.com/rogerdubuis/roger-dubuis-excalibur-42mm-18k-rosegold--id18750180.htm
4,9vxwy8,roger dubuis,excalibur,rddbex0602,<blank>,automatic,titanium,rubber,2021,"new 
                     (brand new; without any signs of wear)",original box; original papers,men's watch/unisex,germany; berlin,18635,https://www.chrono24.com/rogerdubuis/roger-dubuis-excalibur-45-automatik---titan---genfer-punze---top-2021--id16606834.htm
5,cbu008,roger dubuis,easy diver,se48029/0k9.53,09/2021/0380/1,manual winding,steel,rubber,unknown,"very good 
                     (worn with little to no signs of wear)",no original box; no original papers,men's watch/unisex,czech republic; praha 1,18518,https://www.chrono24.com/rogerdubuis/roger-dubuis-tourbillon--id20707488.htm
6,cw1i14,roger dubuis,sympathie,s34 575,37602,automatic,white gold,crocodile skin,unknown,<blank>,original box; no original papers,men's watch/unisex,united states of america; massachusetts; boston,18500,https://www.chrono24.com/rogerdubuis/sympathie-s34-18k-white-gold-black-dial-limited-nice--id21650329.htm
7,14iaf1,roger dubuis,golden square,<blank>,12380,automatic,white gold,leather,2000,"very good 
                     (worn with little to no signs of wear)",original box; original papers,<blank>,united kingdom; london,18460,https://www.chrono24.com/rogerdubuis/genevois-golden-square-diamond--id1889943.htm
8,ap6y53,roger dubuis,easy diver,rddbse0254,<blank>,automatic,steel,rubber,unknown,"very good 
                     (worn with little to no signs of wear)",original box; original papers,men's watch/unisex,united states of america; california; beverly hills,18300,https://www.chrono24.com/rogerdubuis/roger-dubuis-easy-diver-chronograph--id17971565.htm
9,8ghci8,roger dubuis,easy diver,<blank>,<blank>,automatic,steel,steel,unknown,"very good 
                     (worn with little to no signs of wear)",no original box; no original papers,men's watch/unisex,united states of america; california; beverly hills,18200,https://www.chrono24.com/rogerdubuis/sed46-easy-diver-chronograph--id14205906.htm
10,2x1ii3,roger dubuis,excalibur,ex45.78.9.9.71r,107,automatic,steel,rubber,2008,"new 
                     (brand new; without any signs of wear)",original box; original papers,<blank>,italy; iseo (bs),18052,https://www.chrono24.com/rogerdubuis/excalibur-crono-steel-45-mm-nos--id4900842.htm
11,c0rhw6,roger dubuis,<blank>,<blank>,<blank>,automatic,steel,rubber,unknown,"fair 
                     (obvious signs of wear or scratches)",original box; original papers,men's watch/unisex,united states of america; california; beverly hills,18000,https://www.chrono24.com/rogerdubuis/roger-dubuis-sed46-78-98-0009a10a--id20191028.htm
12,cefzy6,roger dubuis,<blank>,sed46 14 c5.n cpg3.12r,used4380,automatic,red gold,<blank>,unknown,"fair 
                     (obvious signs of wear or scratches)",original box; original papers,men's watch/unisex,japan; tokyo,17988,https://www.chrono24.com/rogerdubuis/roger-dubuissed46-14-c5n-cpg312rrg28--id20829310.htm
13,cubrz4,roger dubuis,excalibur,rddbex0449,w137206,automatic,steel,<blank>,unknown,"new 
                     (brand new; without any signs of wear)",original box; original papers,<blank>,japan; fukuoka chuo-ku; fukuoka,17988,https://www.chrono24.com/rogerdubuis/-roger-dubuis--42---rddbex0449------id21570335.htm
14,8izbq3,roger dubuis,velvet,rddbve0007,w15512,automatic,white gold,satin,unknown,"new 
                     (brand new; without any signs of wear)",no original box; no original papers,women's watch,united states of america; california; newport beach,17950,https://www.chrono24.com/rogerdubuis/velvet-rddbve0007--id14322518.htm
15,29jat4,roger dubuis,kingsquare,rddbks0057,<blank>,automatic,titanium,crocodile skin,unknown,"new 
                     (brand new; without any signs of wear)",original box; original papers,men's watch/unisex,united kingdom; london,17901,https://www.chrono24.com/rogerdubuis/roger-dubuis-kingsquare-automatic--id3804149.htm
16,48nlo7,roger dubuis,easy diver,sed40,wrd0051,automatic,rose gold,calf skin,unknown,"very good 
                     (worn with little to no signs of wear)",original box; original papers,men's watch/unisex,portugal; lisboa,17820,https://www.chrono24.com/rogerdubuis/roger-dubuis-easy-diver-rose-gold--id7122300.htm
17,cgdvi5,roger dubuis,much more,18kt roger dubius much more,<blank>,<blank>,rose gold,crocodile skin,2000 (approximation),"very good 
                     (worn with little to no signs of wear)",no original box; no original papers,men's watch/unisex,united states of america; new york; new york,17800,https://www.chrono24.com/rogerdubuis/roger-dubuis-much-more--id20919870.htm
18,bbibw3,roger dubuis,excalibur,rddbex0378,rddbex0378,automatic,steel,crocodile skin,2021,"new 
                     (brand new; without any signs of wear)",original box; original papers,women's watch,united kingdom; london,17703,https://www.chrono24.com/rogerdubuis/roger-dubuis-excalibur-36mm--id19012748.htm
19,by7r34,roger dubuis,excalibur,rddbex0442,w201458,automatic,rose gold,<blank>,unknown,"good 
                     (light signs of wear or scratches)",original box; original papers,<blank>,japan; fukuoka chuo-ku; fukuoka,17538,https://www.chrono24.com/rogerdubuis/-roger-dubuis--42-rddbex0442------id20072127.htm
20,bz6qa3,roger dubuis,easy diver,sed46-78-98-00/09a10/a,sr1543,automatic,steel,rubber,unknown,"very good 
                     (worn with little to no signs of wear)",original box; original papers,men's watch/unisex,united states of america; california; newport beach,17500,https://www.chrono24.com/rogerdubuis/easy-diver-chronograph-sed46-78-98-0009a10a--id20117458.htm
21,bamuk7,roger dubuis,excalibur,ex45.1448.9.3.7att.2,<blank>,automatic,steel,rubber,unknown,"very good 
                     (worn with little to no signs of wear)",original box; original papers,men's watch/unisex,united states of america; florida; aventura,17500,https://www.chrono24.com/rogerdubuis/roger-dubuis-excalibur-triple-time-zone--id18971948.htm
22,c8il72,roger dubuis,pulsion,dbpu0005,240500315348,automatic,titanium,crocodile skin,unknown,"good 
                     (light signs of wear or scratches)",original box; original papers,men's watch/unisex,japan; osaka-shi,17488,https://www.chrono24.com/rogerdubuis/-roger-dubis---dbpu0005------id20552731.htm
23,b9uvt7,roger dubuis,excalibur,rddbex0567,<blank>,automatic,titanium,rubber,2021,"new 
                     (brand new; without any signs of wear)",original box; original papers,men's watch/unisex,germany; berlin,17469,https://www.chrono24.com/rogerdubuis/roger-dubuis-excalibur-45---rddbex0567---titanium---top-price--id18935705.htm
24,c9ijs5,roger dubuis,excalibur,rddbex0377,08/2021/1875/1,automatic,steel,steel,unknown,"very good 
                     (worn with little to no signs of wear)",original box; original papers,women's watch,czech republic; praha 1,17354,https://www.chrono24.com/rogerdubuis/roger-dubuis-excalibur-36--id20599336.htm
25,87nr58,roger dubuis,hommage,rddbho0565,<blank>,automatic,rose gold,crocodile skin,2014,"very good 
                     (worn with little to no signs of wear)",original box; original papers,men's watch/unisex,switzerland; crans-montana,17308,https://www.chrono24.com/rogerdubuis/roger-dubuis-hommage--id13794305.htm
26,1z4wu3,roger dubuis,easy diver,24/28,<blank>,manual winding,white gold,<blank>,unknown,"very good 
                     (worn with little to no signs of wear)",no original box; no original papers,men's watch/unisex,united kingdom; pr8 2ey,17250,https://www.chrono24.com/rogerdubuis/easy-diver-chronograph---18k-white-gold-case--bezel----id3318942.htm
27,cj5486,roger dubuis,velvet,rddbve0015,10/2021/0765/2,automatic,rose gold,satin,unknown,"very good 
                     (worn with little to no signs of wear)",original box; original papers,men's watch/unisex,czech republic; praha 1,17237,https://www.chrono24.com/rogerdubuis/roger-dubuis-velvet-haute-couture-passementerie--id21048488.htm
28,csb3r7,roger dubuis,excalibur,rddbex0602,rddbex0602,automatic,titanium,rubber,2021,"unworn 
                     (mint condition; without signs of wear)",original box; original papers,men's watch/unisex,united kingdom; london,17226,https://www.chrono24.com/rogerdubuis/roger-dubuis-excalibur-45mm--id21476151.htm
29,csb3u3,roger dubuis,excalibur,rddbex0602,rddbex0602,automatic,titanium,rubber,2021,"unworn 
                     (mint condition; without signs of wear)",original box; original papers,men's watch/unisex,czech republic; prague 1,17226,https://www.chrono24.com/rogerdubuis/roger-dubuis-excalibur-45mm--id21476154.htm
30,cng5c1,roger dubuis,excalibur,rddbex0602,<blank>,automatic,titanium,rubber,2019,"very good 
                     (worn with little to no signs of wear)",original box; original papers,men's watch/unisex,united kingdom; bromley,17093,https://www.chrono24.com/rogerdubuis/excalibur-45--id21249408.htm
31,7gdjb6,roger dubuis,excalibur,rddbex0388,<blank>,automatic,steel,<blank>,unknown,"very good 
                     (worn with little to no signs of wear)",original box; original papers,men's watch/unisex,united states of america; massachusetts; andover,17040,https://www.chrono24.com/rogerdubuis/excalibur--id12521351.htm
32,by7ak8,roger dubuis,hommage,rddbho0569,w172200,automatic,rose gold,<blank>,unknown,"good 
                     (light signs of wear or scratches)",original box; original papers,<blank>,japan; fukuoka chuo-ku; fukuoka,17007,https://www.chrono24.com/rogerdubuis/-roger-dubuis---rddbho0569------id20071532.htm
33,3xz1n6,roger dubuis,much more,much more,611-11438,automatic,white gold,white gold,unknown,"very good 
                     (worn with little to no signs of wear)",original box; no original papers,men's watch/unisex,united states of america; florida; plantation,16995,https://www.chrono24.com/rogerdubuis/roger-dubuis-much-more--id6623915.htm
34,aivdh7,roger dubuis,<blank>,<blank>,<blank>,manual winding,rose gold,crocodile skin,2013 (approximation),"good 
                     (light signs of wear or scratches)",original box; original papers,men's watch/unisex,latvia; riga,16888,https://www.chrono24.com/rogerdubuis/roger-dubuis-roger-dubuis-too-much-monopusher-chronograph-18k-rose-gold--id17676629.htm
35,9xzss6,roger dubuis,excalibur,rddbex0352,<blank>,automatic,rose gold,crocodile skin,2015,"good 
                     (light signs of wear or scratches)",original box; no original papers,men's watch/unisex,lithuania; vilnius,16888,https://www.chrono24.com/rogerdubuis/roger-dubuis-excalibur-42-mm-horloger-genevois-rose-gold-in-house-swiss-manufacture-movement--id16702588.htm
36,cssbq5,roger dubuis,sympathie,s46.56.0,<blank>,automatic,white gold,leather,2012,"very good 
                     (worn with little to no signs of wear)",original box; original papers,men's watch/unisex,spain; madrid,16830,https://www.chrono24.com/rogerdubuis/roger-dubuis-limited-edition-1th-of-28-pieces-sympathie-s46-white-gold-18kt-750-automatic-watch--id21498470.htm
37,bpoxa8,roger dubuis,velvet,rddbve0006,w15513,automatic,rose gold,satin,unknown,"very good 
                     (worn with little to no signs of wear)",no original box; no original papers,women's watch,united states of america; california; newport beach,16750,https://www.chrono24.com/rogerdubuis/velvet-rddbve0006--id19674478.htm
38,9tub42,roger dubuis,excalibur,rddbex0352,<blank>,<blank>,rose gold,<blank>,unknown,"unworn 
                     (mint condition; without signs of wear)",original box; original papers,<blank>,latvia; riga,<blank>,<blank>
39,8jwx69,roger dubuis,excalibur,rddbex0354,<blank>,automatic,steel,crocodile skin,unknown,"new 
                     (brand new; without any signs of wear)",original box; original papers,men's watch/unisex,united kingdom; london,16585,https://www.chrono24.com/rogerdubuis/roger-dubuis-excalibur-42-automatic--id14366058.htm
40,csb698,roger dubuis,excalibur,rddbex0567,rddbex0567,automatic,titanium,rubber,2021,"unworn 
                     (mint condition; without signs of wear)",original box; original papers,men's watch/unisex,czech republic; prague 1,16538,https://www.chrono24.com/rogerdubuis/roger-dubuis-excalibur-45mm--id21476241.htm
41,csb5v4,roger dubuis,excalibur,rddbex0567,rddbex0567,automatic,titanium,rubber,2021,"unworn 
                     (mint condition; without signs of wear)",original box; original papers,men's watch/unisex,united kingdom; london,16538,https://www.chrono24.com/rogerdubuis/roger-dubuis-excalibur-45mm--id21476227.htm
42,csber2,roger dubuis,<blank>,roger dubuis 22/28,<blank>,automatic,rose gold,crocodile skin,2015 (approximation),"good 
                     (light signs of wear or scratches)",no original box; no original papers,men's watch/unisex,united states of america; new york; new york,16500,https://www.chrono24.com/rogerdubuis/roger-dubuis-roger-dubuis-bulletin-dobservatore-18k--id21476547.htm
43,8jztl2,roger dubuis,easy diver,rddbse0252,<blank>,automatic,steel,rubber,unknown,"new 
                     (brand new; without any signs of wear)",original box; original papers,women's watch,united kingdom; london,16492,https://www.chrono24.com/rogerdubuis/roger-dubuis-easy-diver-easydiver-ladies--id14369817.htm
44,14i9k0,roger dubuis,much more,<blank>,12303,manual winding,rose gold,leather,2000,"very good 
                     (worn with little to no signs of wear)",original box; original papers,<blank>,united kingdom; london,16402,https://www.chrono24.com/rogerdubuis/much-more-chronograph--id1889912.htm
45,7rtnf1,roger dubuis,hommage,rddbho0564,sr1284,automatic,white gold,crocodile skin,unknown,"new 
                     (brand new; without any signs of wear)",original box; original papers,men's watch/unisex,united states of america; california; newport beach,16400,https://www.chrono24.com/rogerdubuis/hommage-rddbho0564--id13055451.htm
46,67nmf7,roger dubuis,much more,m22 18osd. 63,<blank>,manual winding,white gold,crocodile skin,unknown,"unworn 
                     (mint condition; without signs of wear)",original box; original papers,women's watch,south korea; seoul,16388,https://www.chrono24.com/rogerdubuis/roger-dubuis-ladies-much-more--id10434903.htm
47,c1gbr1,roger dubuis,la monégasque,rddbmg0009,w134209,automatic,steel,<blank>,unknown,"new 
                     (brand new; without any signs of wear)",original box; original papers,<blank>,japan; fukuoka chuo-ku; fukuoka,16353,https://www.chrono24.com/rogerdubuis/-roger-dubuis--rddbmg0009------id20223207.htm
48,cw8le3,roger dubuis,la monégasque,dbmg0008,w186032,automatic,rose gold,<blank>,unknown,"good 
                     (light signs of wear or scratches)",original papers; no original box,<blank>,japan; fukuoka chuo-ku; fukuoka,16189,https://www.chrono24.com/rogerdubuis/-roger-dubuis--dbmg0008------id21659522.htm
49,c209z5,roger dubuis,excalibur,dbex0567,w205232,automatic,titanium,<blank>,unknown,"new 
                     (brand new; without any signs of wear)",original box; original papers,<blank>,japan; fukuoka chuo-ku; fukuoka,16189,https://www.chrono24.com/rogerdubuis/-roger-dubuis---dbex0567------id20249063.htm
50,csypj7,roger dubuis,golden square,<blank>,<blank>,automatic,white gold,crocodile skin,2006 (approximation),"very good 
                     (worn with little to no signs of wear)",original box; original papers,men's watch/unisex,portugal; vila nova de gaia,16072,https://www.chrono24.com/rogerdubuis/roger-dubuis-golden-square-jump-hour-gmt-white-gold-18k--id21506743.htm
51,cjubp2,roger dubuis,velvet,rddbve0007,25339,automatic,white gold,satin,unknown,"unworn 
                     (mint condition; without signs of wear)",original box; original papers,men's watch/unisex,united states of america; pennsylvania; southampton,15995,https://www.chrono24.com/rogerdubuis/roger-dubuis-velvet-watch-rddbve0007--id21081157.htm
52,5hn067,roger dubuis,excalibur,1448 99.71tt/28,<blank>,automatic,steel,leather,unknown,"very good 
                     (worn with little to no signs of wear)",original box; original papers,men's watch/unisex,uae; dubai,15800,https://www.chrono24.com/rogerdubuis/roger-dubuis-excalibur-triple-time-zone--id9221046.htm
53,cv4bq2,roger dubuis,sympathie,sy43,hk1155_0000017d-47ed-da88-abff-ffffa9760000,automatic,rose gold,crocodile skin,2000,<blank>,no original box; no original papers,men's watch/unisex,united states of america; new york; new york,15774,https://www.chrono24.com/rogerdubuis/sympathie-reference-sy43-1439-5--a-limited-edition-pink-gold-perpetual-calendar-wristwatch-with-moon-phases-and-leap-year-indication-circa-2000----sympathie-sy4314395----id21607334.htm
54,2jtno1,roger dubuis,much more,m34 57 5,<blank>,automatic,yellow gold,crocodile skin,1999,"very good 
                     (worn with little to no signs of wear)",original box; original papers,men's watch/unisex,italy; 10123,15723,https://www.chrono24.com/rogerdubuis/much-more-or-rose-18k---limited-edition-1628--id4284132.htm
55,4nuvc3,roger dubuis,<blank>,f16855fbdf1,<blank>,manual winding,white gold,leather,unknown,"unworn 
                     (mint condition; without signs of wear)",no original box; no original papers,women's watch,uae; dubai,15416,https://www.chrono24.com/rogerdubuis/follow-me--id7831560.htm
